dateofdeath,name,age,bio,causeofdeath,,
2016-09-28,Malcolm M. Lucas,89,"American judge, Chief Justice of the California Supreme Court (19871996), U.S. District Court Judge for the Central District of California (19711984).",,,
2016-09-28,Bruce Lynn,91,"American politician, member of the Louisiana House of Representatives (19761988)",,,
2016-09-28,Agnes Nixon,93,"American television writer and producer (One Life to Live, All My Children, Guiding Light).",,,
2016-09-28,Joseph V. Charyk,96,"Canadian-born American engineer, Under Secretary of the Air Force (19601963)",,,
2016-09-29,Ralph V. Whitworth,60,American businessman, cancer,,
2016-09-29,Ashok Pai,69,Indian psychiatrist and film producer, cardiac arrest,,
2016-09-29,Hidden Lake,23,American thoroughbred racehorse, euthanised,,
2016-09-29,Miriam Defensor Santiago,71,"Filipino politician and judge, Senator (19952001, 20042016), International Criminal Court Judge (20122014),,", lung cancer,,
2016-09-29,Joni Madraiwiwi,59,"Fijian lawyer and politician, Vice President of Fiji (20042006), Chief Justice of the Supreme Court of Nauru (since 2014).",,,
2016-09-29,Sandra Morgen,66,American feminist anthropologist.,,,
2016-09-29,Laura Troschel,71,"Italian actress (Four Flies on Grey Velvet), singer, and model.",,,
2016-09-29,Nora Dean,72,Jamaican singer.,,,
2016-09-29,Terence Brady,77,"British writer (Upstairs, Downstairs) and actor",,,
2016-09-29,Joseph Verner Reed Jr.,78,American banker and diplomat.,,,
2016-09-29,Isabel Piczek,88,Hungarian ecclesiastical artist.,,,
2016-09-29,Gilles Dub,89,"Canadian ice hockey player (Detroit Red Wings, Montreal Canadiens)",,,
2016-09-29,Anthony Ryle,89,English medical doctor.,,,
2016-09-29,Herbert Martin,91,"German footballer (1. FC Saarbrcken, Saarland national team)",,,
2016-09-29,Cheng Yu-tung,91,Hong Kong businessman (Chow Tai Fook).,,,
2016-09-29,Mark Ricks,92,"American politician, Lieutenant Governor of Idaho (20062007) and State Senator (19791994)",,,
2016-09-29,Shirley Jaffe,93,American painter and sculptor.,,,
2016-09-29,Jim Kilroy,94,American sport-sailor and maxi yacht racer.,,,
2016-09-29,Brahim Zniber,96,Moroccan businessman and vintner.,,,
2016-09-30,Mike Towell,25,Scottish professional boxer, injuries sustained in a bout,,
2016-09-30,Oscar Brand,96,"Canadian-born American folk singer-songwriter, author and radio broadcaster (WNYC)",,,
2016-09-30,Michael Casswell,53,English guitarist.,,,
2016-09-30,Ted Benoit,69,French comics artist and graphic novelist.,,,
2016-09-30,Lilleba Lund Kvandal,76,Norwegian opera singer.,,,
2016-09-30,Charles Brading,81,"American politician, member of the Ohio House of Representatives (19932000)",,,
2016-09-30,"Gordon Borrie, Baron Borrie",85,English lawyer and life peer.,,,
2016-09-30,Hanoi Hannah,87,Vietnamese radio personality.,,,
2016-09-30,Frederic C. Hamilton,89,American oilman and arts philanthropist.,,,
2016-09-30,Paul Frantz,89,French football player and manager (Strasbourg).,,,
2016-09-30,Arthur Harnden,92,"American sprinter, Olympic gold medalist (1948)",,,
2016-09-30,Jim Zapp,92,American baseball player (Baltimore Elite Giants).,,,
2016-09-30,George Barris,94,American photographer (Marilyn Monroe).,,,
2016-09-30,Bjarni Jnsson,96,Icelandic mathematician.,,,
2016-09-30,Herawati Diah,99,Indonesian journalist.,,,
2016-10-01,Edda Hei_rn Backman,58,Icelandic actress (101 Reykjavik), motor neurone disease,,
2016-10-01,Roger Theder,77,American football player and coach, Parkinson's disease,,
2016-10-01,Anton Jeyanathan,68,Sri Lankan politician, traffic collision,,
2016-10-01,Bobby Burnett,73,American football player (Buffalo Bills).,,,
2016-10-01,Jagoda Kaloper,69,Croatian actress (W.R.: Mysteries of the Organism).,,,
2016-10-01,Nstor Ahuad,76,"Argentine politician, Governor of La Pampa Province (19871991)",,,
2016-10-01,Toni Williams,77, Cook Islands-born New Zealand singer.,,,
2016-10-01,David Herd,82,"Scottish footballer (Arsenal, Manchester United, national team).",,,
2016-10-01,Vittorio Scantamburlo,86,Italian football manager and scout.,,,
2016-10-01,Brian Bell,86,New Zealand ornithologist.,,,
2016-10-01,Erol Keskin,89,"Turkish footballer (Fenerbahe, Adaletspor, national team).",,,
2016-10-01,William Dumbrell,90,Australian biblical scholar.,,,
2016-10-01,Lowell Thomas Jr.,92,"English-born American film producer and politician, member of the Alaska Senate (19671974), Lieutenant Governor of Alaska (19741978).",,,
2016-10-01,Daphne Odjig,97,Canadian First Nations artist.,,,
2016-10-02,Gary Reed,60,"American comic book writer (Deadworld, Baker Street)", heart attack,,
2016-10-02,Steve Byrd,61,"English guitarist (Gillan, Kim Wilde)", heart attack,,
2016-10-02,Jeroen Oerlemans,46,Dutch photojournalist, shot,,
2016-10-02,Walter Darby Bannard,82,American painter.,,,
2016-10-02,Hanna Zora,77,"Iraqi-born Iranian-Canadian Chaldean Catholic hierarch, Archbishop of Ahwaz (19742011) and Mar Addai of Toronto (20112014)",,,
2016-10-02,David Abdulai,65,Ghanaian physician.,,,
2016-10-02,Georg Apenes,76,Norwegian politician and jurist.,,,
2016-10-02,Bobby Molloy,80,"Irish politician, TD (19652002)",,,
2016-10-02,Gordon Davidson,83,American stage and film director.,,,
2016-10-02,Mary Hesse,91,British academician and educator.,,,
2016-10-02,Sir Neville Marriner,92,"British conductor (Amadeus), founder of the Academy of St Martin in the Fields",,,
2016-10-02,Thomas Round,100,British opera singer.,,,
2016-10-03,Alain Chevallier,68,French motorcycle designer, cancer,,
2016-10-03,Joan Marie Johnson,72,American singer (The Dixie Cups), heart failure,,
2016-10-03,Anthony Goodman,80,British medieval historian.,,,
2016-10-03,Ahmad Salama Mabruk,59,Egyptian leader of Jabhat al-Nusra.,,,
2016-10-03,Ljupka Dimitrovska,70,Macedonian-born Croatian singer.,,,
2016-10-03,Andrew Vicari,84,British painter.,,,
2016-10-03,Mrio Wilson,86,"Portuguese football player and manager (Sporting, Acadmica, Benfica).",,,
2016-10-03,Isobel Finnerty,86,"Canadian politician, Senator (19992005)",,,
2016-10-03,K. David van Hoesen,90,American bassoonist.,,,
2016-10-03,Cai Qirui,102,"Chinese chemist, educator and academician (Chinese Academy of Sciences)",,,
2016-10-04,Bing Thom,75,Hong Kong-born Canadian architect, brain aneurysm,,
2016-10-04,Pieter Hintjens,53,Belgian software developer, euthanasia,,
2016-10-04,Gair Allie,84,American baseball player (Pittsburgh Pirates), heart disease,,
2016-10-04,Bertrand M. Bell,86,"American physician, key figure in the Libby Zion Law legislation", kidney failure,,
2016-10-04,Terry Butler,58,Australian rugby league player, lung cancer,,
2016-10-04,Harsh Vardhan,68,Indian politician.,,,
2016-10-04,Yusuf Arakkal,70,Indian painter.,,,
2016-10-04,Kenneth Angell,86,American Roman Catholic prelate,,,
2016-10-04,Elaine Lustig Cohen,89,American graphic designer.,,,
2016-10-04,Melvin M. Grumbach,90,American pediatrician.,,,
2016-10-04,Donald H. White,95,American composer.,,,
2016-10-04,Caroline Crawley,53,"British singer and musician (Shelleyan Orphan, This Mortal Coil)",,,
2016-10-04,Ned Randolph,74,"American politician, Mayor of Alexandria, Louisiana (19862006).",,,
2016-10-04,Jim Parrott,74,"Canadian politician, MLA for Fundy-River Valley (20102014)",,,
2016-10-04,Brigitte Hamann,76,German-Austrian historian and author.,,,
2016-10-04,Hso Khan Pha,78,Burmese-born Canadian geologist and exiled prince of Yawnghwe.,,,
2016-10-04,Fred Osam-Duodu,78,Ghanaian football manager.,,,
2016-10-04,Merfyn Jones,85,"Welsh footballer (Scunthorpe United, Crewe Alexandra, Chester City).",,,
2016-10-04,Ivan C. Lafayette,86,"American soldier, civic activist and politician",,,
2016-10-04,Stephen de Mowbray,91,British counterintelligence officer.,,,
2016-10-04,Mario Almada,94,Mexican actor (La Viuda Negra).,,,
2016-10-05,Brock Yates,82,"American automotive journalist (Car and Driver) and screenwriter (Smokey and the Bandit II, The Cannonball Run)", Alzheimer's disease,,
2016-10-05,Georges Balandier,95,French sociologist, anthropologist and ethnologist,,
2016-10-05,Rod Temperton,66,"English keyboardist (Heatwave) and songwriter (""Rock with You"", ""Give Me the Night"", ""Thriller""). ", cancer,,
2016-10-05,Michal Kov_,86,"Slovakian politician, President (19931998)", complications of Parkinson's disease,,
2016-10-05,Dick Haugland,73,American biochemist.,,,
2016-10-05,Cameron Moore,25,American basketball player (Reyer Venezia Mestre).,,,
2016-10-05,Josh Samman,28,American mixed martial artist.,,,
2016-10-05,Girma Asmerom,66,Eritrean politician.,,,
2016-10-05,Arthur Z'ahidi Ngoma,69,"Congolese politician, vice-president of the transitional government (20032007)",,,
2016-10-05,Michiyo Yasuda,77,"Japanese animator (Spirited Away, Grave of the Fireflies, Princess Mononoke).",,,
2016-10-05,Pompeiu H_r__teanu,81,Romanian opera singer.,,,
2016-10-05,Gyrgy Mrkus,82,Hungarian philosopher.,,,
2016-10-05,Donald M. Phillips,87,"Canadian politician, MLA for South Peace River",,,
2016-10-05,Luisa Massimo,87,Italian pediatrician.,,,
2016-10-05,Yasmin Modassir,,Indian zoologist.,,,
2016-10-06,Barbara Oliver Hagerman,73,"Canadian music teacher and public servant, Lieutenant Governor of Prince Edward Island (20062011)", cancer,,
2016-10-06,Walter Greiner,80,German theoretical physicist.,,,
2016-10-06,Marina Sanaya,57,Russian Olympic figure skater (1972).,,,
2016-10-06,Alan Hodgson,64,English cricketer (Northamptonshire).,,,
2016-10-06,Peter Denton,70,"English footballer (Coventry, Luton)",,,
2016-10-06,Fred Slaughter,74,American college basketball player (UCLA).,,,
2016-10-06,Heisnam Kanhailal,75,Indian art theatre personality.,,,
2016-10-06,Hidipo Hamutenya,77,"Namibian politician, Foreign Minister (20022004)",,,
2016-10-06,Hans W. Becherer,81,"American businessman, president of John Deere (1987)",,,
2016-10-06,Mike Tomkies,88,British nature writer.,,,
2016-10-06,James Colaianni,94,American lay theologian.,,,
2016-10-06,Tony Mottram,96,British tennis player.,,,
2016-10-06,George Pernicano,98,"American businessman, co-owner of the San Diego Chargers",,,
2016-10-06,Eva Lokko,,Ghanaian engineer and politician.,,,
2016-10-07,Rebecca Wilson,54,Australian sports journalist, breast cancer,,
2016-10-07,Gonzalo Peralta,36,"Argentine footballer (Almirante Brown, Platense)", cancer,,
2016-10-07,Bill Warren,73,American film historian and critic.,,,
2016-10-07,John Gleeson,78,Australian Test cricketer.,,,
2016-10-07,Anne Pashley,80,"British athlete and opera singer, Olympic silver medalist (1956)",,,
2016-10-07,Lyudmila Ivanova,83,Russian actress (Office Romance).,,,
2016-10-07,Martha Roth,84,Italian-born Mexican actress (A Family Like Many Others).,,,
2016-10-07,Ross Higgins,86,"Australian actor (Kingswood Country, Bullpitt!)",,,
2016-10-07,Alistair Urquhart,97,Scottish author and soldier (Gordon Highlanders).,,,
2016-10-07,Wolfgang Suschitzky,104,Austro-Hungarian-born British photographer and cinematographer (Get Carter).,,,
2016-10-08,Gary Dubin,57,"American actor (The Partridge Family, The Aristocats, Jaws 2)", bone cancer,,
2016-10-08,Klaus Kertess,76,"American curator, art gallerist and writer", complications from Alzheimer's,,
2016-10-08,Maximiliano Giusti,25,Argentine footballer, traffic collision,,
2016-10-08,Kuo Chin-fa,72,Taiwanese Hokkien pop singer,cardiorespiratory failure,,
2016-10-08,Helmut Anschtz,84,German fencer.,,,
2016-10-08,Ray William Clough,96,American engineer.,,,
2016-10-08,Alina Maria Hernndez,46,Cuban-American transsexual actress.,,,
2016-10-08,Wojciech Kurpiewski,50,"Polish sprint canoer, Olympic silver medalist (1992)",,,
2016-10-08,Anton Winkler,62,"German luger, Olympic bronze medalist (1980)",,,
2016-10-08,Don Ciccone,70,"American singer-songwriter and musician (The Critters, The Four Seasons, Tommy James and the Shondells).",,,
2016-10-08,Stephen Bollenbach,74,"American businessman, CEO of Hilton (19962007)",,,
2016-10-08,Guillaume Bieganski,83,French footballer (Lens).,,,
2016-10-08,Jacob Neusner,84,American academician and Judaica scholar.,,,
2016-10-08,Dickie Jeeps,84,English rugby union player (Northampton Saints) and administrator (Sports Council).,,,
2016-10-08,Giovanni Scognamillo,87,Turkish film critic.,,,
2016-10-08,Michael Horace Miller,88,British Royal Air Force officer.,,,
2016-10-08,Pierre Tchernia,88,French screenwriter and voice actor (Asterix).,,,
2016-10-08,Mayer Hersh,90,Polish survivor of Auschwitz.,,,
2016-10-08,Peter Allen,96,"American radio broadcaster, host of Metropolitan Opera radio broadcasts (19752004)",,,
2016-10-08,Stylianos Pattakos,103,"Greek military officer and coup leader, Deputy Prime Minister (19671973)",,,
2016-10-09,Kenneth P. Thompson,50,"American lawyer, Kings County District Attorney (since 2014)", cancer,,
2016-10-09,Ren Avils Fabila,75,Mexican author, heart attack,,
2016-10-09,Aaron Pryor,60,"American light-welterweight boxer, WBA/IBF world champion (19801985)", heart disease,,
2016-10-09,Andrzej Wajda,90,"Polish film director (Ashes and Diamonds, Man of Iron, Katy_)", pulmonary failure,,
2016-10-09,Bored Nothing,26,Australian musician, suicide,,
2016-10-09,Susan Aceron,44,"Canadian actress voice actress and businesswoman (Sailor Moon Beyblade The In-Laws), nasopharynx cancer",,,
2016-10-09,Angus Grant,49,"Scottish fiddler (Shooglenifty, Swamptrash)",,,
2016-10-09,Santo DiPietro,81,"American businessman and politician, member of the Maine House of Representatives (19891996) and mayor of South Portland, Maine (19861987).",,,
2016-10-09,Mamadou Dembel,82,"Malian physician and politician, Prime Minister (19861988)",,,
2016-10-09,David Konstant,86,English Roman Catholic prelate,,,
2016-10-09,El Mongol,86,Mexican professional wrestler (GCW).,,,
2016-10-09,Donn Fendler,90,American wilderness survivor.,,,
2016-10-09,Zara Nutley,90,New Zealand-born British actress.,,,
2016-10-09,Sir Anthony Grant,91,"British politician, MP (19641997)",,,
2016-10-09,Worth H. Bagley,92,American admiral.,,,
2016-10-10,Tony Adamowicz,75,"American racing driver (IMSA GT, Trans Am Series)", brain cancer,,
2016-10-10,Gerry Gow,64,"Scottish footballer (Bristol City, Manchester City, Rotherham)", cancer,,
2016-10-10,Kazunari Tanaka,49,"Japanese voice actor (Gundam, Planetes, InuYasha)", intracerebral hemorrhage,,
2016-10-10,Marnix Kappers,73,Dutch actor, suicide,,
2016-10-10,Lorenzo Freeman,52,"American football player (Pittsburgh Steelers, New York Giants)",,,
2016-10-10,Issa Bagayogo,54,Malian musician.,,,
2016-10-10,Hans Petter Langtangen,54,Norwegian computer scientist.,,,
2016-10-10,Tamme Hanken,56,German television personality (Der XXL-Ostfriese).,,,
2016-10-10,Drew Nelson,60,"Northern Irish solicitor, politician, and Grand Secretary of the Grand Orange Lodge of Ireland.",,,
2016-10-10,Gonzalo Vega,69,"Mexican actor (Life Is Most Important, The Place Without Limits)",,,
2016-10-10,Parmeshwar Godrej,70,"Indian socialite, businesswoman, and AIDS activist.",,,
2016-10-10,Eddie O'Hara,80,"Scottish footballer (Falkirk, Everton, Barnsley).",,,
2016-10-10,Graham C. Greene,80,British publisher (Jonathan Cape).,,,
2016-10-10,John Vaughn,88,"American religious leader, Minister General of the Order of Friars Minor (19791991)",,,
2016-10-10,Christian Erlandsen,90,"Norwegian politician, MP (19771985)",,,
2016-10-10,Ram Ekbal Singh Warsi,94,"Indian politician, MLA (19691972)",,,
2016-10-10,Leo Beranek,102,American acoustics expert (BBN Technologies).,,,
2016-10-11,Pia Hallstrm,55,"Swedish politician, MP for Vrmland (since 2010)", breast cancer,,
2016-10-11,Dick Israel,68,Filipino actor, complications from a stroke,,
2016-10-11,Gurcharan Virk,48,"Indian Punjabi writer, director, lyricist and producer", heart attack,,
2016-10-11,Teatao Teannaki,80,"I-Kiribati politician, Vice-President (19791991) and President (19911994)", heart attack,,
2016-10-11,Jan Matocha,93,"Czechoslovak Olympic sprint canoer (1948, 1952)",,,
2016-10-11,Marju,28,Irish Thoroughbred racehorse. ,,,
2016-10-11,Steve Lemmens,44,Belgian snooker player.,,,
2016-10-11,Ricky Callan,54,Scottish actor.,,,
2016-10-11,Peter Reynolds,58,Welsh composer.,,,
2016-10-11,Matti Hagman,61,"Finnish ice hockey player (Boston Bruins, Edmonton Oilers, HIFK).",,,
2016-10-11,Tom Barnes,70,American journalist (Pittsburgh Post-Gazette).,,,
2016-10-11,Don Ringe,70,American journalist and documentary filmmaker.,,,
2016-10-11,Pero Simi_,70,Bosnian Serb journalist and historian.,,,
2016-10-11,Antero Lumme,82,Finnish racing cyclist.,,,
2016-10-11,David Antin,84,American poet and performance artist.,,,
2016-10-11,Lars Huldn,90,Finnish writer and translator.,,,
2016-10-11,Richard Fry,92,British WWII army officer.,,,
2016-10-11,Patricia Barry,93,"American actress (All My Children, The Guiding Light, Days of Our Lives).",,,
2016-10-11,Emerson Stephen Colaw,94,American theologian and prelate,,,
2016-10-11,Ewen Whitaker,94,British astronomer.,,,
2016-10-12,Des Ball,69,Australian security and defence expert, cancer,,
2016-10-12,Robert Bateman,80,"American songwriter and record producer (""Please Mr. Postman"")", heart attack,,
2016-10-12,Dylan Rieder,28,American skateboarder and model, leukemia,,
2016-10-12,Thomas Mikal Ford,52,"American actor (Martin, Harlem Nights, Across the Tracks) and comedian", stomach aneurysm,,
2016-10-12,Rick Gudex,48,"American politician, member of the Wisconsin Senate (since 2013)", suicide by gunshot,,
2016-10-12,Shahlyla Baloch,20,Pakistani footballer (national team), traffic collision,,
2016-10-12,Pietro Diana,84,Italian artist.,,,
2016-10-12,Leo Harrison,94,English cricketer (Hampshire).,,,
2016-10-12,Sonny Sanders,77,"American songwriter, arranger and record producer",,,
2016-10-12,Fulton Walker,58,"American football player (Miami Dolphins, Los Angeles Raiders)",,,
2016-10-12,Kemal Unakõtan,70,"Turkish politician, Minister of Finance (20022009)",,,
2016-10-12,Ma Jiang Bao,74,Chinese martial arts teacher.,,,
2016-10-12,Reinhart Ahlrichs,76,German theoretical chemist.,,,
2016-10-12,Renato Ongari,81,Italian sprint canoeist.,,,
2016-10-12,Bryan Pearson,82,British-born Canadian politician.,,,
2016-10-12,Frank Fischl,89,"American air force pilot and politician, Mayor of Allentown, Pennsylvania (19781982).",,,
2016-10-12,Jack Greenberg,91,American lawyer and civil rights activist.,,,
2016-10-12,Beata Bergstrm,95,Swedish photographer.,,,
2016-10-13,Delia Davin,72,English pioneer of Chinese women's studies, cancer,,
2016-10-13,Jim Prentice,60,"Canadian politician, Premier of Alberta (20142015), MP for Calgary Centre-North (20042010)", plane crash,,
2016-10-13,Robert Haszeldine,91,British chemist.,,,
2016-10-13,Louis Stettner,93,American photographer.,,,
2016-10-13,Richard A. Pittman,71,"American Marine, recipient of the Medal of Honor",,,
2016-10-13,Tonino Valerii,82,"Italian film director (My Name Is Nobody, A Girl Called Jules, Sahara Cross).",,,
2016-10-13,Andrzej Kopiczy_ski,82,Polish actor (Czterdziestolatek).,,,
2016-10-13,William Gilbert Chaloner,87,British palaeobotanist.,,,
2016-10-13,Bhumibol Adulyadej,88,"Thai monarch, King (since 1946), world's longest-serving head of state.",,,
2016-10-13,Primo Sentimenti,89,"Italian footballer (Lazio, Parma)",,,
2016-10-13,Dario Fo,90,"Italian playwright, Nobel Literature Prize laureate (1997)",,,
2016-10-13,Curt Engelhorn,90,German billionaire businessman.,,,
2016-10-13,Gerhard Wimberger,93,Austrian composer. ,,,
2016-10-13,Booneua Prasertsuwan,97,"Thai politician, Speaker of the House of Representatives (19951996)",,,
2016-10-14,Pierre taix,87,"French clown, comedian and film director (Heureux Anniversaire, Yo Yo, Le Grand Amour), Oscar winner (1963)", complications from intestinal infection,,
2016-10-14,Helen Kelly,52,New Zealand trade unionist, lung cancer,,
2016-10-14,Edward Gorman,74,American writer, multiple myeloma,,
2016-10-14,Thom Jones,71,American writer.,,,
2016-10-14,Song Yeong,76,South Korean writer.,,,
2016-10-14,John Mone,87,Scottish Roman Catholic prelate,,,
2016-10-14,Avis Higgs,98,New Zealand artist.,,,
2016-10-14,Werner Lmmerhirt,67,German singer-songwriter and guitarist.,,,
2016-10-14,Aleksandr Syomin,73,Soviet Azerbaijani footballer (Nefti).,,,
2016-10-14,Lucy Baxley,78,"American politician, Lieutenant Governor of Alabama (20032007)",,,
2016-10-14,Klim Churyumov,79,"Soviet and Ukrainian astronomer, co-discoverer of the comet 67P/ChuryumovGerasimenko",,,
2016-10-14,Farouk Shousha,80,Egyptian poet.,,,
2016-10-14,Cirilo R. Almario,85,Filipino Roman Catholic prelate,,,
2016-10-14,Kamal Habibollahi,86,Iranian politician and admiral.,,,
2016-10-14,Jean Alexander,90,"English actress (Coronation Street, Last of the Summer Wine)",,,
2016-10-14,Kathryn Adams Doty,96,American actress (Saboteur).,,,
2016-10-15,Per Rune W¿lner,67,Norwegian footballer (Str¿msgodset), cancer,,
2016-10-15,Octagonal,24,New Zealand Thoroughbred racehorse, euthanised,,
2016-10-15,Quentin Groves,32,"American football player (Jacksonville Jaguars, Oakland Raiders, Cleveland Browns)", heart attack,,
2016-10-15,Dennis Byrd,50,American football player (New York Jets), traffic collision,,
2016-10-15,Barbara Romack,83,American golfer.,,,
2016-10-15,Doug Anderson,89,"New Zealand rugby league player (Auckland, national team)",,,
2016-10-15,Marcel Berger,89,French mathematician.,,,
2016-10-15,Bruce Marshall,54,"American ice hockey coach (Connecticut Huskies, Franklin Pierce Ravens)",,,
2016-10-15,Teodor Lao,80,"Albanian politician, diplomat and author",,,
2016-10-15,Jossy Mansur,82,Aruban editor.,,,
2016-10-15,John Spanswick,83,English cricketer (Kent).,,,
2016-10-15,Yangthang Rinpoche,86,Indian Buddhist teacher.,,,
2016-10-15,Colin George,87,Welsh actor (Coronation Street) and director.,,,
2016-10-15,Frank Peers,98,Canadian broadcaster and political scientist. ,,,
2016-10-16,Anthony Foley,42,Irish rugby union player and coach (Munster), acute pulmonary oedema,,
2016-10-16,Juan Radrign,79,Chilean writer, cancer,,
2016-10-16,Ted V. Mikels,87,"American filmmaker (Girl in Gold Boots, The Astro-Zombies, The Doll Squad)", colon cancer,,
2016-10-16,Jia Jia,38,Chinese giant panda, euthanised,,
2016-10-16,Jacques Picoux,67,"French teacher, artist and actor (The Assassin)", fall,,
2016-10-16,Cecilia Hart,68,American television and stage actress (Paris), ovarian cancer,,
2016-10-16,Juras Po_ela,34,"Lithuanian politician, Minister of Health (since March 2016)", pancreatitis,,
2016-10-16,Arsen Pavlov,33,"Russian military officer, participant in the War in Donbass, IED explosion.",explosion,,
2016-10-16,Lucia Perillo,58,American poet and novelist.,,,
2016-10-16,Mickey Byrne,93,Irish hurler (Tipperary).,,,
2016-10-16,Tony Golab,97,Canadian football player (Ottawa Rough Riders).,,,
2016-10-16,Clyde C. Holloway,72,"American politician, member of the US House of Representatives for Louisiana's 8th district (19871993)",,,
2016-10-16,Alfred P. Smyth,74,Irish historian.,,,
2016-10-16,Viktor Zubkov,79,"Russian basketball player, Olympic silver medalist (1956, 1960).",,,
2016-10-16,Kigeli V,80,"Rwandan monarch, King (19591961)",,,
2016-10-16,George Peebles,80,"Scottish footballer (Dunfermline, Stirling Albion)",,,
2016-10-16,Geoffrey Yeh,85,Hong Kong businessman.,,,
2016-10-16,Stephen Moorbath,87,German-born British geologist.,,,
2016-10-16,Valerie Hunter Gordon,94,British inventor of disposable nappies.,,,
2016-10-16,Molly Rose,95,British World War II aviator.,,,
2016-10-16,Calvin Gotlieb,95,Canadian professor and computer scientist.,,,
2016-10-16,Joseph A. Suozzi,95,Italian-born American judge and politician.,,,
2016-10-17,Edgar Munhall,83,American art historian, pancreatic and lung cancer,,
2016-10-17,Irwin Smigel,92,American dentist, pneumonia,,
2016-10-17,Morris Stroud,70,"American football player (Kansas City Chiefs), Super Bowl winner (1970)",,,
2016-10-17,Vincenzino Culicchia,84,Italian politician.,,,
2016-10-17,Cephas Msipa,85,Zimbabwean politician.,,,
2016-10-17,Rmy Vogel,55,French footballer (Strasbourg).,,,
2016-10-17,Rufin Anthony,76,Pakistani Roman Catholic prelate,,,
2016-10-17,Laurie Dwyer,77,Australian football player (North Melbourne).,,,
2016-10-17,Eddie Applegate,81,"American actor (The Patty Duke Show, Easy A, A Ticklish Affair).",,,
2016-10-17,Sandra Bartky,81,American feminist philosopher.,,,
2016-10-17,Elena Santonja,84,Spanish television presenter.,,,
2016-10-17,Teodor Kufel,96,Polish general.,,,
2016-10-18,Dave Colclough,52,Welsh professional poker player, cancer,,
2016-10-18,Turki bin Saud al-Kabir,,Saudi prince and convicted murderer, executed by beheading,,
2016-10-18,Bobby Ellis,84,Jamaican trumpeter, pneumonia-related illness,,
2016-10-18,Alan Collins,88,English sculptor.,,,
2016-10-18,Fred Roots,93,Canadian geologist.,,,
2016-10-18,Marianne de Trey,102,British potter.,,,
2016-10-18,Ken Wiwa,47,Nigerian journalist and author.,,,
2016-10-18,Anthony Addabbo,56,"American actor (Guiding Light, Generations, The Bold & the Beautiful).",,,
2016-10-18,David Bunnell,69,"American businessman, writer and publisher (PC Magazine)",,,
2016-10-18,Gary Sprake,71,"Welsh footballer (Leeds United, national team)",,,
2016-10-18,Sergei Likhachev,76,Azeri-born Russian tennis player and coach.,,,
2016-10-18,William McKelvey,82,"British politician, MP for Kilmarnock and Loudoun (19831997)",,,
2016-10-18,Huw Jones,82,Welsh Anglican bishop.,,,
2016-10-18,Francis Flood,86,Irish racehorse trainer.,,,
2016-10-18,Mike Daniels,88,British jazz trumpeter and bandleader.,,,
2016-10-18,Sir Sigmund Sternberg,95,"Hungarian-born British philanthropist, businessman and Labour Party donor",,,
2016-10-18,Phil Chess,95,Polish-born American record producer and company executive (Chess Records).,,,
2016-10-19,Mary Sheriff,66,American art historian.,,,
2016-10-19,Mark Birch,67,British jockey.,,,
2016-10-19,Luis Maria Echeberria,76,"Spanish footballer (Athletic Bilbao, national team)",,,
2016-10-19,Joe Kirrene,85,American baseball player (Chicago White Sox).,,,
2016-10-19,Patricia Scott,87,American baseball player (AAGPBL).,,,
2016-10-19,Norman Sherry,91,British author.,,,
2016-10-19,Rough Quest,30,"British racehorse, winner of the 1996 Grand National",,,
2016-10-19,Safet Berisha,66,Albanian footballer (Partizani Tirana).,,,
2016-10-19,Milka Cani_,72,Serbian television presenter and academic.,,,
2016-10-19,Fergus O'Brien,86,"Irish politician, TD (19731992), Lord Mayor of Dublin (19801981).",,,
2016-10-19,Tommy Bartlett,88,American tennis and basketball coach.,,,
2016-10-19,Giovanni Steff,88,Italian Olympic rower.,,,
2016-10-19,Sammy Smyth,91,Northern Irish footballer (Wolverhampton Wanderers F.C.).,,,
2016-10-19,Radu Cmpeanu,94,"Romanian politician, Senator (19901992, 20042008).",,,
2016-10-19,Yvette Chauvir,99,French prima ballerina.,,,
2016-10-20,Giorgos Pavlidis,60,"Greek politician, Governor of Eastern Macedonia and Thrace (since 2014)", cancer,,
2016-10-20,David Bellini,43,Italian screenwriter (Un medico in famiglia), lymphoma,,
2016-10-20,Junko Tabei,77,Japanese mountaineer, peritoneal cancer,,
2016-10-20,Kaneta Kimotsuki,80,"Japanese voice actor (Doraemon, Anpanman)", pneumonia,,
2016-10-20,Michael Massee,64,"American actor (The Crow, 24, The Amazing Spider-Man)", stomach cancer,,
2016-10-20,Benedict Read,71,British art historian.,,,
2016-10-20,Kenneth Brandt,77,American politician.,,,
2016-10-20,Bob Blauner,87,American sociologist.,,,
2016-10-20,Robert Weber,92,American cartoonist.,,,
2016-10-20,Henry J. M. Barnett,94,Canadian physician.,,,
2016-10-20,Edward A. Allworth,95,American historian.,,,
2016-10-20,Seiji Hirao,53,Japanese rugby union player and coach.,,,
2016-10-20,Uwe Dreher,56,German footballer (Stuttgarter Kickers).,,,
2016-10-20,Brigit Pegeen Kelly,65,American poet. ,,,
2016-10-20,Svetlana Penkina,65,Belarusian actress. (body discovered on this date),,,
2016-10-20,Issifou Okoulou-Kantchati,65,Togolese politician.,,,
2016-10-20,Gail Cogdill,79,American football player (Detroit Lions).,,,
2016-10-20,Mieke Telkamp,82,Dutch singer.,,,
